SalesLineItemID|ProductID|CustomerID|Quantity|ExtendedAmount|TransactionDate
110|19|94|213|409.4169|2011-05-26 18:05:49.020
111|30|150|55|349.061|2011-09-01 21:41:45.030
112|22|107|388|817.9428|2011-02-14 13:42:12.640
113|122|610|309|105.9639|2011-04-01 23:32:19.990
114|191|954|209|795.6375|2011-02-25 18:03:13.780
115|99|491|166|450.4665|2011-08-28 02:37:39.350
116|30|149|0|57.3604|2011-05-12 14:05:34.920
117|136|1019|108|686.3798|2011-02-19 00:37:53.230
118|114|570|385|659.6702|2011-02-22 13:48:53.030
119|46|226|378|296.3725|2011-08-02 18:53:41.830
120|124|619|396|27.3147|2011-03-01 14:14:32.810
121|2|6|111|60.9762|2011-01-23 20:28:43.850
122|73|361|182|117.8457|2011-09-14 01:10:21.010
123|171|851|114|481.4874|2011-07-24 19:49:32.490
124|13|63|178|182.8911|2011-07-10 23:56:59.010
125|57|282|296|61.4175|2011-09-02 11:38:05.470
126|141|705|364|141.9146|2011-08-10 02:50:55.520
127|192|959|126|541.4129|2011-08-03 00:53:25.960
128|198|1034|328|46.7976|2011-01-20 11:28:29.210
129|78|388|39|672.3288|2011-07-29 10:27:20.550
130|105|1093|131|419.8083|2011-04-05 15:56:10.040
131|57|281|226|408.967|2011-09-08 03:14:22.260
132|102|507|65|116.2174|2011-04-19 04:57:46.340
133|107|532|381|29.3278|2011-07-19 23:57:05.330
134|12|58|106|398.5451|2011-05-27 07:31:30.410
135|57|1131|352|109.6416|2011-01-07 05:10:38.280
136|100|497|297|243.9131|2011-06-08 18:46:39.430
137|170|847|135|840.5657|2011-03-28 18:34:06.010
138|123|614|96|526.3668|2011-05-05 02:58:00.480
139|21|105|338|214.2305|2011-03-11 04:50:07.920
140|149|743|286|681.326|2011-06-17 06:17:05.300
141|81|402|286|109.64|2011-04-30 03:00:13.550
142|187|934|239|247.8097|2011-04-15 02:09:09.880
143|27|131|293|426.1689|2011-05-28 11:50:28.990
144|140|1025|259|957.8644|2011-01-23 08:25:59.220
145|124|616|121|344.1392|2011-07-02 02:03:21.810
146|167|831|265|752.4857|2011-02-24 20:31:34.180
147|138|686|219|496.197|2011-04-14 05:53:03.590
148|114|1118|256|285.5527|2011-06-15 08:50:53.750
149|35|173|127|984.6431|2011-08-17 21:06:06.680
150|37|185|347|406.5523|2011-01-05 12:19:21.370
151|122|1113|80|935.6129|2011-01-26 09:47:31.740
152|51|251|338|588.1279|2011-07-14 12:03:04.980
153|200|998|273|702.3819|2011-05-23 15:20:07.850
154|114|569|196|247.5598|2011-05-31 20:35:06.430
155|13|64|228|635.5243|2011-08-25 20:13:54.710
156|53|264|389|712.2639|2011-08-29 16:39:53.120
157|169|843|308|141.0825|2011-03-16 14:50:24.960
158|114|1154|118|544.6425|2011-05-17 23:03:19.380
159|130|646|179|921.0529|2011-05-24 13:20:50.910
160|104|517|203|546.8739|2011-05-25 11:12:14.040
161|195|971|349|646.1176|2011-05-05 10:00:26.340
162|16|78|101|27.3539|2011-01-01 13:25:23.270
163|103|513|134|117.7086|2011-04-18 23:02:57.720
164|32|156|329|73.9822|2011-05-18 00:06:11.690
165|163|814|387|0.4498|2011-06-02 14:51:26.760
166|129|1035|390|232.8435|2011-05-16 16:43:58.680
167|116|576|6|788.615|2011-04-12 13:45:07.310
168|111|553|203|707.4189|2011-07-21 16:00:49.590
169|135|673|258|685.9958|2011-02-19 12:52:35.490
170|199|995|269|206.5533|2011-03-22 07:50:59.920
171|61|302|265|216.7947|2011-02-14 19:31:28.900
172|13|65|12|160.0129|2011-07-01 21:39:52.750
173|94|466|46|445.4396|2011-08-29 08:58:45.110
174|97|484|91|615.0466|2011-02-16 12:36:36.530
175|44|217|110|917.6747|2011-07-17 11:14:19.260
176|15|72|273|813.1666|2011-06-25 18:19:33.980
177|47|231|290|691.6768|2011-04-19 13:19:52.020
178|31|151|255|523.6231|2011-07-02 11:23:33.260
179|90|447|57|838.752|2011-01-09 21:53:37.190
180|91|452|30|308.9318|2011-07-09 15:06:31.290
181|4|20|144|645.7177|2011-04-28 20:57:51.930
182|78|389|270|255.8601|2011-02-18 16:02:32.200
183|164|1021|200|62.1546|2011-02-17 14:22:22.530
184|41|203|92|265.7765|2011-07-24 22:07:59.180
185|183|914|50|484.1955|2011-03-11 06:08:38.290
186|6|30|289|820.8392|2011-02-25 15:11:17.270
187|102|510|193|413.8355|2011-08-11 13:37:38.490
188|193|963|185|781.7681|2011-02-19 03:21:58.900
189|199|994|278|763.0208|2011-06-16 11:17:35.710
190|4|17|363|397.3778|2011-01-23 12:30:45.170
191|131|654|390|102.8306|2011-03-26 03:56:14.460
192|56|279|17|295.9232|2011-07-26 19:30:46.640
193|194|968|317|605.314|2011-08-26 13:37:09.580
194|118|588|135|667.3567|2011-07-01 17:37:53.890
195|155|773|338|35.2083|2011-02-12 20:16:38.950
196|65|325|184|82.2861|2011-04-29 13:34:50.280
197|85|421|105|130.101|2011-09-11 03:06:12.170
198|195|975|364|352.1867|2011-01-11 11:44:17.300
199|178|886|273|957.4145|2011-05-07 17:34:32.460
200|195|973|132|111.2956|2011-02-16 09:19:23.130
201|52|256|259|963.8708|2011-07-30 06:46:26.870
202|27|133|16|788.7781|2011-06-08 13:52:14.000
203|180|898|398|599.557|2011-04-26 19:58:18.260
204|36|179|258|778.0897|2011-05-29 13:15:06.750
205|177|883|81|189.7575|2011-08-05 16:47:52.470
206|109|545|68|775.5999|2011-04-11 12:07:38.990
207|158|786|292|142.6882|2011-07-31 03:04:19.880
208|103|515|181|87.3353|2011-04-07 02:43:31.320
209|71|353|86|329.8851|2011-07-30 09:20:47.170
210|199|1023|356|822.3578|2011-03-03 01:54:20.720
211|7|34|98|20.5871|2011-05-13 03:20:01.100
212|139|692|53|617.4595|2011-05-30 03:26:51.700
213|25|122|61|705.8906|2011-05-09 01:09:42.180
214|39|1055|149|612.121|2011-07-30 22:14:19.630
215|100|1136|58|901.1563|2011-01-27 14:14:22.100
216|117|582|78|390.2574|2011-03-17 17:57:54.130
217|53|262|301|965.1993|2011-07-29 23:03:00.740
218|63|311|41|851.9322|2011-06-10 00:54:58.540
219|49|243|278|589.7867|2011-03-09 17:57:33.390
220|157|785|98|179.6107|2011-04-07 23:40:09.490
221|27|134|197|819.0081|2011-06-20 03:06:20.190
222|123|613|222|6.8468|2011-02-22 10:23:08.400
223|112|560|325|944.3981|2011-02-05 04:43:13.880
224|132|656|295|288.618|2011-01-28 00:21:50.320
225|69|342|280|103.7226|2011-09-11 03:54:45.460
226|5|24|248|920.8716|2011-04-06 00:00:42.270
227|20|98|95|554.699|2011-07-21 08:02:43.180
228|176|878|311|778.083|2011-02-28 15:20:51.210
229|143|711|154|579.8382|2011-01-04 16:19:57.570
230|179|893|326|835.3886|2011-03-20 21:39:28.980
231|131|652|167|683.0655|2011-06-29 15:13:21.810
232|52|1201|326|339.49|2011-04-09 01:35:34.710
233|53|265|382|566.2086|2011-02-25 17:49:00.800
234|95|475|325|727.4563|2011-08-08 12:34:14.070
235|40|196|172|345.0611|2011-08-25 08:20:04.420
236|178|888|127|856.9396|2011-08-05 07:05:37.930
237|99|492|272|656.3032|2011-07-09 20:04:13.950
238|128|638|342|284.0649|2011-06-06 01:07:15.790
239|64|320|11|76.0189|2011-09-03 05:20:06.720
240|74|369|383|708.5956|2011-08-14 18:00:59.310
241|49|245|397|678.1509|2011-04-12 12:06:57.400
242|200|1018|11|326.5001|2011-05-07 10:54:07.170
243|123|611|99|451.8829|2011-04-06 18:01:11.740
244|1|2|323|940.6631|2011-04-16 09:23:14.980
245|197|984|264|376.7907|2011-05-28 09:10:44.070
246|193|962|336|485.3711|2011-07-12 00:29:22.770
247|32|158|356|590.0326|2011-03-20 18:21:04.460
248|155|1195|168|993.193|2011-01-27 15:22:49.950
249|19|92|76|766.2005|2011-06-05 03:23:31.780
250|39|191|260|644.951|2011-08-13 02:18:44.830
251|13|1124|283|117.0869|2011-06-15 14:31:49.540
252|23|111|64|278.1689|2011-04-04 02:11:13.620
253|147|733|86|762.40|2011-07-19 17:46:43.910
254|21|102|174|777.8037|2011-01-30 17:54:22.970
255|168|840|335|292.2876|2011-05-14 06:13:02.940
256|129|1166|36|957.0239|2011-06-07 20:23:18.470
257|115|573|92|844.38|2011-05-04 09:09:00.110
258|49|242|103|310.9389|2011-03-30 19:36:27.940
259|168|838|379|674.367|2011-06-02 09:20:21.290
260|172|860|234|268.886|2011-05-02 16:47:10.200
261|90|448|373|220.9009|2011-06-06 04:04:55.820
262|182|1045|381|364.6052|2011-06-02 11:43:28.660
263|161|804|27|507.4972|2011-04-03 10:23:33.740
264|93|461|160|494.4966|2011-05-12 11:41:18.180
265|69|341|188|139.2922|2011-05-19 10:40:58.920
266|156|779|173|681.0971|2011-02-04 01:44:26.380
267|86|427|71|51.2508|2011-04-04 09:37:50.900
268|130|648|136|978.4343|2011-06-15 12:35:28.110
269|200|1071|378|267.0599|2011-08-20 13:54:15.220
270|122|609|332|44.2166|2011-03-09 07:08:44.170
271|18|90|206|733.9542|2011-05-23 21:53:40.190
272|125|624|360|681.1343|2011-02-23 21:55:44.950
273|199|991|30|775.9132|2011-06-21 19:34:51.830
274|175|874|295|881.1912|2011-04-09 23:56:34.090
275|108|540|101|501.4599|2011-09-10 11:33:12.090
276|28|138|185|492.5079|2011-02-13 16:12:13.020
277|1|1244|123|554.9639|2011-08-02 16:21:56.670
278|112|558|2|3.735|2011-07-06 19:19:58.910
279|135|1169|30|911.8274|2011-05-17 15:11:06.250
280|76|380|344|618.3516|2011-03-03 03:25:22.690
281|174|867|292|330.8389|2011-01-17 05:39:37.800
282|66|1084|328|561.5061|2011-06-24 16:39:53.230
283|158|787|234|11.8825|2011-06-10 11:57:19.440
284|104|520|294|934.8873|2011-02-06 14:01:12.740
285|166|830|43|718.3016|2011-06-20 07:07:39.450
286|109|542|103|404.8966|2011-03-28 13:02:08.180
287|105|1130|239|577.0901|2011-06-05 07:48:50.800
288|33|163|207|788.405|2011-01-26 23:54:37.830
289|127|635|391|435.1687|2011-03-28 06:21:11.130
290|111|554|135|388.0372|2011-03-20 11:56:45.940
291|63|1020|35|12.5595|2011-04-03 21:56:37.820
292|50|250|169|345.3643|2011-04-12 00:27:46.000
293|161|801|364|609.698|2011-01-04 15:46:54.490
294|93|1264|177|807.133|2011-05-04 12:32:56.520
295|185|922|10|487.6947|2011-03-11 13:56:03.490
296|68|1047|16|313.5456|2011-07-26 00:23:28.750
297|39|193|385|819.003|2011-02-04 00:30:33.420
298|31|1178|339|957.3864|2011-08-10 06:19:53.560
299|133|662|134|801.3709|2011-08-12 22:42:16.070
300|42|206|91|695.6936|2011-04-24 07:26:17.690
301|107|535|265|434.1203|2011-04-09 14:51:31.860
302|102|1187|219|611.5983|2011-06-20 05:45:36.350
303|155|774|190|726.133|2011-02-22 01:28:34.740
304|97|483|145|721.9838|2011-03-29 20:14:47.600
305|21|1254|53|910.9968|2011-03-23 04:25:04.640
306|88|439|324|435.9527|2011-04-22 16:36:04.590
307|24|120|34|502.2557|2011-06-28 06:36:21.800
308|172|1260|191|881.2089|2011-04-11 17:50:09.820
309|113|563|73|276.3438|2011-02-04 06:21:10.880
310|141|703|149|799.7797|2011-03-31 14:00:49.910
311|129|641|314|402.0599|2011-07-21 04:01:21.810
312|4|16|89|840.645|2011-07-13 13:49:01.210
313|114|1148|72|399.1116|2011-07-29 04:25:21.690
314|92|1048|35|56.0154|2011-04-02 05:54:58.600
315|199|1189|342|938.0471|2011-04-16 11:07:32.390
316|25|123|44|659.3949|2011-08-27 11:25:02.590
317|25|121|147|352.7227|2011-09-06 23:46:09.220
318|57|284|133|572.6099|2011-02-25 20:22:20.990
319|127|1103|117|776.195|2011-08-07 04:33:38.740
320|160|800|85|734.3957|2011-02-21 21:38:50.730
321|52|1232|334|104.007|2011-05-16 17:55:35.580
322|53|1156|264|262.8459|2011-03-09 09:43:13.070
323|3|13|146|543.2656|2011-03-21 06:14:16.980
324|90|446|242|879.0228|2011-06-03 01:57:29.270
325|59|1092|296|31.657|2011-08-20 09:12:06.360
326|168|1255|37|388.5899|2011-02-11 21:25:54.180
327|165|824|397|71.4363|2011-02-20 06:08:50.460
328|107|531|253|968.7802|2011-02-18 07:01:55.310
329|191|952|285|393.4965|2011-01-30 10:00:30.600
330|41|1184|85|187.9143|2011-02-16 11:09:43.340
331|190|946|201|673.505|2011-01-10 15:41:39.600
332|171|852|184|597.5776|2011-09-07 10:02:03.110
333|180|1064|268|202.3641|2011-08-08 20:37:42.850
334|94|467|340|216.1337|2011-01-24 07:44:48.550
335|169|845|79|184.2313|2011-08-08 12:33:50.840
336|72|357|73|719.2407|2011-04-13 23:54:01.450
337|111|552|137|835.3731|2011-05-03 15:11:18.490
338|61|305|88|289.8988|2011-03-14 15:42:31.830
339|84|419|241|23.8905|2011-08-01 09:36:08.110
340|79|391|119|282.3489|2011-02-28 14:31:34.860
341|85|422|69|902.6409|2011-06-15 06:25:46.390
342|133|663|48|695.8812|2011-02-24 13:58:40.980
343|121|601|134|512.0612|2011-09-06 17:33:26.950
344|187|932|241|635.389|2011-09-11 16:20:21.220
345|183|913|221|985.9773|2011-05-15 07:55:24.140
346|60|300|346|171.9145|2011-06-06 08:07:36.610
347|137|681|96|946.2527|2011-05-29 20:02:24.320
348|69|343|328|553.6825|2011-06-19 09:51:55.890
349|94|1334|236|869.086|2011-01-19 01:25:24.120
350|160|1320|366|828.2998|2011-03-30 02:31:00.900
351|44|1175|269|960.8229|2011-08-03 00:37:19.530
352|182|910|252|246.393|2011-08-24 04:08:12.430
353|104|1284|221|181.1914|2011-01-04 01:46:14.820
354|173|1017|49|66.9752|2011-06-22 01:03:25.330
355|190|950|158|591.6866|2011-08-23 13:30:42.120
356|55|271|0|171.2743|2011-02-01 05:08:18.780
357|100|1215|73|68.3326|2011-04-01 23:31:19.370
358|66|328|349|847.1103|2011-06-05 23:31:05.470
359|38|189|250|690.3267|2011-04-24 11:02:41.240
360|53|1217|16|522.4068|2011-02-09 06:59:10.450
361|124|1145|328|364.5163|2011-03-03 10:27:14.120
362|118|589|181|533.4756|2011-05-10 23:34:26.490
363|182|909|307|487.7123|2011-03-13 07:49:39.220
364|73|1122|389|88.4294|2011-09-02 19:11:27.540
365|152|757|349|126.2747|2011-03-21 22:19:10.310
366|158|789|129|804.4824|2011-07-28 17:59:18.700
367|24|1307|222|638.2808|2011-08-19 17:11:18.370
368|21|103|133|182.9778|2011-07-05 20:40:33.140
369|123|1138|357|871.7842|2011-05-09 17:21:07.770
370|128|1238|269|218.8063|2011-01-03 11:13:30.940
371|115|571|307|824.0218|2011-04-26 20:13:44.100
372|164|1183|58|62.8239|2011-06-26 08:03:37.390
373|173|865|292|548.7194|2011-04-11 10:46:12.890
374|48|240|398|493.846|2011-06-09 14:02:03.880
375|76|378|15|831.7548|2011-05-24 15:13:04.350
376|119|593|286|408.1258|2011-03-23 03:56:54.600
377|133|1094|130|750.7848|2011-03-17 16:09:46.120
378|17|81|305|907.8766|2011-03-24 13:53:55.760
379|107|534|20|893.0456|2011-01-19 18:02:05.120
380|200|1242|351|859.7425|2011-03-17 01:04:29.750
381|32|160|341|442.3372|2011-05-31 01:23:29.870
382|97|481|68|517.7538|2011-05-18 20:16:54.570
383|13|1155|16|99.6942|2011-01-31 05:36:31.180
384|31|153|319|565.1967|2011-07-18 07:29:29.700
385|198|986|216|227.0914|2011-03-31 10:32:23.820
386|8|37|349|427.1119|2011-02-01 11:33:27.170
387|67|1095|363|416.3861|2011-09-04 08:15:48.290
388|7|35|218|135.3889|2011-02-17 19:34:17.510
389|104|518|182|624.4472|2011-02-15 18:14:06.440
390|115|574|78|12.9569|2011-07-08 07:25:32.050
391|172|1308|400|650.908|2011-01-13 00:22:42.070
392|45|225|189|988.2628|2011-08-12 15:40:13.020
393|24|117|239|599.5721|2011-08-05 04:39:50.590
394|32|1247|225|501.4837|2011-06-23 02:36:57.660
395|156|776|192|917.8327|2011-09-12 04:04:20.740
396|167|833|288|369.1653|2011-02-05 06:51:19.890
397|151|755|141|208.1689|2011-08-29 06:09:01.760
398|49|241|146|423.6317|2011-01-04 22:21:59.410
399|36|176|293|509.1143|2011-06-23 18:01:10.900
400|25|124|91|181.4948|2011-07-02 13:56:05.440
401|36|180|124|533.6338|2011-07-02 14:56:18.250
402|116|578|364|763.2749|2011-08-08 23:21:51.180
403|146|1077|372|681.8983|2011-02-10 16:30:48.120
404|166|1285|368|650.2796|2011-01-16 14:11:53.170
405|46|229|58|4.278|2011-08-18 06:17:16.810
406|81|401|210|897.999|2011-02-07 16:33:42.140
407|9|45|360|697.6736|2011-05-15 17:21:59.540
408|57|1135|223|687.3455|2011-04-11 11:44:10.940
409|97|485|33|235.2204|2011-01-29 09:50:20.980
410|72|1336|272|183.5607|2011-06-03 09:33:47.510
411|122|608|271|420.4896|2011-08-01 12:58:32.670
412|84|416|169|160.456|2011-01-09 09:37:23.600
413|159|1046|328|954.0648|2011-05-18 05:29:00.340
414|39|1297|299|830.5842|2011-02-08 09:58:11.490
415|21|1368|75|80.0696|2011-05-27 05:35:40.590
416|27|135|259|846.7625|2011-06-30 14:10:19.560
417|106|526|165|433.7813|2011-04-10 17:57:55.300
418|152|756|388|922.5157|2011-05-11 00:20:09.520
419|75|375|172|861.3381|2011-06-05 08:39:03.720
420|145|721|400|699.1628|2011-02-18 10:45:43.130
421|92|457|167|388.0963|2011-08-08 09:43:30.420
422|18|86|3|502.8919|2011-07-02 21:37:00.850
423|118|586|352|558.5306|2011-05-21 02:26:26.690
424|9|41|278|858.8273|2011-07-17 09:55:35.720
425|156|778|269|567.8984|2011-09-05 10:50:48.870
426|70|347|118|835.7591|2011-05-30 04:33:31.080
427|140|1144|219|463.2519|2011-08-06 03:23:46.800
428|142|708|67|47.2357|2011-07-04 08:09:15.230
429|93|465|206|576.0134|2011-06-12 09:57:43.140
430|109|1206|128|462.5894|2011-04-19 08:21:44.450
431|168|1259|144|199.9569|2011-04-08 21:47:52.840
432|85|424|385|327.1531|2011-03-13 17:47:46.710
433|182|1080|12|398.7623|2011-06-15 19:52:44.860
434|82|410|329|711.5507|2011-04-04 04:05:59.690
435|164|816|226|326.1087|2011-05-30 10:08:11.510
436|117|1216|378|679.0624|2011-07-07 02:01:38.690
437|151|752|97|835.8556|2011-04-08 03:46:06.440
438|47|235|49|449.4146|2011-01-15 15:24:38.010
439|185|924|260|560.9187|2011-08-15 01:12:12.900
440|117|585|5|329.0924|2011-02-21 17:58:41.670
441|199|1210|390|729.4384|2011-06-03 18:11:27.640
442|11|53|139|729.0407|2011-05-26 20:31:37.340
443|110|550|184|900.1685|2011-01-20 09:43:56.530
444|33|161|310|440.8865|2011-05-30 08:40:18.930
445|194|966|208|592.4674|2011-08-21 18:26:59.390
446|89|444|231|490.4519|2011-01-04 14:45:18.460
447|87|431|262|34.198|2011-03-28 10:11:12.670
448|185|1439|340|768.9879|2011-06-27 18:41:39.100
449|12|56|150|421.4141|2011-01-27 21:01:17.060
450|129|1311|333|71.0701|2011-03-15 13:54:01.170
451|62|308|123|935.384|2011-07-12 12:53:24.600
452|200|1269|154|285.6532|2011-04-21 05:48:52.230
453|174|866|374|562.2936|2011-04-16 13:42:55.690
454|91|455|293|809.9516|2011-05-06 07:15:27.760
455|134|667|325|793.3986|2011-08-09 04:12:35.030
456|19|95|120|30.7418|2011-09-14 17:19:17.410
457|199|993|11|204.7442|2011-03-21 20:55:24.490
458|138|689|93|823.0711|2011-04-11 06:35:12.410
459|11|52|99|82.3812|2011-01-26 03:21:04.310
460|177|1205|341|168.5189|2011-03-22 01:43:45.730
461|141|701|392|434.7471|2011-03-19 13:09:55.350
462|68|1296|292|650.4379|2011-07-27 09:12:44.310
463|164|1435|17|111.3321|2011-07-15 01:46:27.800
464|188|940|306|772.631|2011-06-27 01:28:36.540
465|104|519|128|983.6038|2011-02-25 11:45:54.670
466|37|1150|287|93.3364|2011-05-21 19:10:45.950
467|103|511|156|761.6938|2011-04-10 13:44:38.750
468|77|385|399|242.514|2011-02-14 01:23:00.650
469|76|1375|72|504.4754|2011-05-26 23:49:59.990
470|105|521|97|401.0072|2011-08-05 03:34:01.900
471|77|384|162|10.9069|2011-03-25 10:24:13.110
472|59|291|115|984.3668|2011-03-27 02:33:17.290
473|167|1396|127|361.597|2011-06-10 23:07:56.630
474|159|791|166|532.2457|2011-04-14 14:40:22.040
475|146|729|10|969.7245|2011-06-01 16:34:15.500
476|81|405|27|659.0557|2011-03-15 13:11:53.080
477|108|536|219|602.7234|2011-06-13 11:53:04.320
478|85|425|42|117.6441|2011-09-05 17:46:07.760
479|15|75|70|266.3598|2011-08-10 15:28:36.340
480|67|335|38|77.4464|2011-09-01 20:05:30.400
481|184|917|256|801.561|2011-03-04 18:22:18.400
482|156|777|280|694.264|2011-02-09 08:42:07.690
483|131|1073|318|625.8217|2011-06-07 11:07:58.160
484|165|1327|273|504.9432|2011-03-30 20:03:41.960
485|48|237|4|527.2055|2011-06-22 19:28:19.860
486|168|1066|391|914.3038|2011-09-02 15:59:00.620
487|112|1278|10|764.8596|2011-08-12 04:04:51.030
488|91|1180|120|588.8107|2011-02-10 12:37:17.090
489|149|1140|3|918.1522|2011-05-10 23:53:24.670
490|145|722|106|295.3668|2011-05-30 16:48:54.100
491|118|1362|366|474.3181|2011-04-18 05:06:14.190
492|13|1251|3|12.7844|2011-09-11 21:10:54.040
493|37|183|351|367.0334|2011-09-04 12:03:33.710
494|9|42|320|392.3997|2011-05-26 23:28:27.170
495|177|884|14|894.3454|2011-08-20 04:48:46.330
